attr:Activity_ID,id,name[1],description[1],attr:Multiple_Choice_Type_(if_applicable),datatype,attr:Input_Options,attr:Calculation,attr:Quantity_Sub-Type,attr:Validation_Condition,attr:Editable,attr:Required,attr:Skip_Logic,attr:Linkages_to_Aggregate_Indicators,attr:Notes,map_to_concept_url[0],attr:ICD-11_URI,attr:ICD-11_Comments_Considerations,map_type[0],map_to_concept_url[1],attr:ICD-10_Comments_Considerations,map_type[1],map_to_concept_url[2],attr:ICD-9_Comments_Considerations,map_type[2],map_to_concept_url[3],attr:LOINC_version_2.68_Comments_Considerations,map_type[3],map_to_concept_url[4],attr:ICHI_URI,attr:ICHI_Comments_Considerations,map_type[4],map_to_concept_url[5],attr:ICF_Comments_Considerations,map_type[5],map_to_concept_url[6],attr:SNOMED_GPS_Code_Comments_Considerations,map_type[6],map_to_concept_url[7],attr:Snomed_CT_International_Version_Comments_Considerations,map_type[7],attr:HL7_FHIR_R4_Resource,attr:HL7_FHIR_R4_Values,map_to_concept_url[8],map_type[8],attr:ICD-11_Description,map_to_concept_url[9],attr:WHO_ATC_Name,attr:Activity_Group,map_type[9],resource_type,source,owner_id,owner_type,retired,name_type[1],map_from_concept_url[10],map_type[10],map_to_concept_url[10],concept_class,attr:ValueSet_URL
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/414003004,Diphtheria + tetanus + pertussis + inactivated poliovirus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/414004005,Diphtheria + tetanus + pertussis + poliomyelitis + haemophilus influenzae b vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426842004,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus + recombinant haemophilus influenzae type B vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427542001,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/414005006,Diphtheria + tetanus + pertussis + poliomyelitis vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426081003,Diphtheria + tetanus + pertussis + recombinant hepatitis B virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/414006007,Diphtheria + tetanus + poliomyelitis vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/350327004,Diphtheria + tetanus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426361005,Diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427682002,Diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis toxoid 25micrograms injection solution 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/766203003,Haemophilus b polysaccharide 10micrograms/tetanus toxoid 30micrograms powder for conventional release solution for injection vial (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333693009,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333696001,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333691006,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial+prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/425555004,Haemophilus influenzae Type b + tetanus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427048007,Haemophilus influenzae type b 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/425638005,Recombinant hepatitis B virus surface antigen 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis 25micrograms injection solution 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/375054005,"Tetanus toxoid, adsorbed 20u/mL 0.5mL injection solution ampule (product)",Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333621002,Tetanus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AM,Tetanus vaccines,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA05,diphtheria-hepatitis B-pertussis-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA07,diphtheria-hepatitis B-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA01,diphtheria-poliomyelitis-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA03,diphtheria-rubella-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AM01,tetanus toxoid,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,/orgs/WHO/sources/ICD-11-WHO/concepts/XM31Q8,http://id.who.int/icd/entity/1436712068,Extension codes are not used in primary tabulation.,Unspecified map type,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,"Tetanus, diptheria, acellular pertussis",,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE20,Tick-Borne Encephalitis Vaccines,Vaccine terminology codes for Tick-Borne Encephalitis,,Codes,,,,,Yes,,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XM8MP6,http://id.who.int/icd/entity/1955820655,Extension codes are not used in primary tabulation.,Unspecified map type,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/836403007,Vaccine product containing Tick-borne encephalitis virus antigen (medicinal product) Tick-borne encephalitis virus antigen-containing vaccine product,Unspecified map type,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333699008,Tick-borne encephalitis vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,"Encephalitis, tick borne, inactivated, whole virus",/orgs/WHO/sources/WHOATC/concepts/J07BA01,"encephalitis, tick borne, inactivated, whole virus",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333708002,Hepatitis A 1440u//typhoid 25mcg vaccine injection solution 1mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333707007,Hepatitis A+typhoid vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA10,typhoid-hepatitis A,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/412324003,Typhoid VI polysaccharide vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/346696005,Typhoid live oral vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/346639000,Typhoid polysaccharide vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/348070000,Typhoid polysaccharide vaccine 25micrograms injection suspension 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,/orgs/WHO/sources/ICD-11-WHO/concepts/XM8BU8,http://id.who.int/icd/entity/715198108,Extension codes are not used in primary tabulation.,Unspecified map type,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/89428009,Typhoid vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,Typhoid vaccines,/orgs/WHO/sources/WHOATC/concepts/J07AP,Typhoid vaccines,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/346697001,Typhoid whole cell vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/52628005,Typhoid-paratyphoid vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
